Adams	298	295	327	338	292	231	0	9	13	14	22	15	0.0	0.030508474576271188	0.039755351681957186	0.04142011834319527	0.07534246575342465	0.06493506493506493	15	0.06493506493506493	0.9602446483180428	0.9204712013462896	0.8511206313818431	0.7958530579154897	0.7405854844491362	201	271.40688579591625	13	214	0.7884840481199757	0.05387205387205387	Adams	0.20414694208451034	0.05526757346635347
Asotin	243	232	270	308	313	262	0	0	5	11	18	36	0.0	0.0	0.018518518518518517	0.03571428571428571	0.05750798722044728	0.13740458015267176	48	0.183206106870229	0.9814814814814815	0.9464285714285715	0.892001369237791	0.7694362956020641	0.6060161974210947	178	293.72152222577546	25	203	0.6911308318903496	0.060711188204683436	Asotin	0.23056370439793594	0.16342009818096936
Benton	2360	2372	2544	2581	2521	2384	23	24	37	68	109	196	0.009745762711864408	0.01011804384485666	0.014544025157232705	0.0263463773731112	0.0432368107893693	0.08221476510067115	299	0.12541946308724833	0.9854559748427673	0.9594927798449725	0.9180073720690495	0.8425336116137081	0.7273976198986721	1889	2596.92903623075	131	2020	0.7778418169377012	0.040877367896311065	Benton	0.1574663883862919	0.11513599171503597
Chelan	901	991	1082	958	1101	942	10	9	59	34	76	85	0.011098779134295227	0.009081735620585268	0.054528650646950096	0.03549060542797495	0.06902815622161672	0.09023354564755838	59	0.06263269639065817	0.9454713493530499	0.9119159987497056	0.8489681187270193	0.7723627152325431	0.7191895528069654	798	1109.582302586906	80	878	0.7912887560958843	0.06220915993142297	Chelan	0.22763728476745693	0.05317316242557768
Clallam	702	742	1692	1305	1280	1133	5	12	347	220	179	263	0.007122507122507123	0.016172506738544475	0.20508274231678486	0.1685823754789272	0.13984375	0.2321270962047661	353	0.3115622241835834	0.7949172576832151	0.6609082180737842	0.5684843344525284	0.4365237166581639	0.2594054730026101	517	1993.018859686118	29	546	0.2739562635578822	0.18650646950092423	Clallam	0.5634762833418361	0.17711824365555384
Clark	5954	6201	6182	6045	5599	5040	64	121	166	259	328	438	0.010749076251259657	0.01951298177713272	0.02685215140731155	0.04284532671629446	0.05858188962314699	0.0869047619047619	343	0.06805555555555555	0.9731478485926884	0.9314530110764756	0.8768867335924455	0.8006811007921496	0.7410040869782193	4259	5747.6066257178245	295	4554	0.7923297985674596	0.052086066649173444	Clark	0.1993188992078504	0.05967701381393031
Columbia	32	54	46	47	35	47	0	1	0	1	0	1	0.0	0.018518518518518517	0.0	0.02127659574468085	0.0	0.02127659574468085	3	0.06382978723404255	1.0	0.9787234042553191	0.9787234042553191	0.9578995020371208	0.895427795382526	43	48.02173913043478	0	43	0.895427795382526	0.011428571428571429	Columbia	0.04210049796287918	0.06247170665459478
Cowlitz	1320	1384	1373	1361	1558	1228	6	9	27	54	138	71	0.004545454545454545	0.006502890173410405	0.019664967225054626	0.03967670830271859	0.08857509627727857	0.05781758957654723	88	0.07166123778501629	0.9803350327749454	0.9414385656405978	0.8580505540498389	0.8084401392798564	0.7469511744945259	1069	1431.1511066615699	57	1126	0.7867792539577512	0.05253623188405797	Cowlitz	0.19155986072014364	0.0614889647853305
Douglas	526	576	551	515	511	483	1	4	5	5	15	59	0.0019011406844106464	0.006944444444444444	0.009074410163339383	0.009708737864077669	0.029354207436399216	0.12215320910973085	33	0.06832298136645963	0.9909255898366606	0.9813049530421298	0.9524995238921651	0.8361486503732464	0.7710710431508003	391	507.08686764097706	28	419	0.826288406854694	0.040776699029126215	Douglas	0.16385134962675363	0.06507760722244604
Ferry	55	74	81	85	71	57	3	1	2	6	2	6	0.05454545454545454	0.013513513513513514	0.024691358024691357	0.07058823529411765	0.028169014084507043	0.10526315789473684	0	0.0	0.9753086419753086	0.9064633260711692	0.8809291478719814	0.7881997638854571	0.7881997638854571	51	64.70440913175842	1	52	0.8036546612165444	0.05442176870748299	Ferry	0.2118002361145429	0.0
Franklin	1171	1183	1442	1113	883	742	10	18	144	102	62	32	0.008539709649871904	0.015215553677092139	0.09986130374479889	0.09164420485175202	0.07021517553793885	0.0431266846361186	68	0.09164420485175202	0.9001386962552012	0.8176462011806005	0.7602350296367757	0.7274486132643002	0.6577774784727898	642	976.0139576237522	110	752	0.7704807847531743	0.08133971291866028	Franklin	0.2725513867356998	0.06967113479151044
Garfield	28	28	28	26	35	34	0	1	0	0	0	3	0.0	0.03571428571428571	0.0	0.0	0.0	0.08823529411764706	0	0.0	1.0	1.0	1.0	0.9117647058823529	0.9117647058823529	31	34.0	1	32	0.9411764705882353	0.024390243902439025	Garfield	0.08823529411764708	0.0
Grant	1328	1336	1626	1338	1263	1108	8	19	113	76	72	41	0.006024096385542169	0.014221556886227544	0.06949569495694957	0.05680119581464873	0.057007125890736345	0.03700361010830325	66	0.05956678700361011	0.9305043050430504	0.8776505478059264	0.8276182125390803	0.7969933508837533	0.7476947930971294	1001	1338.7815579852045	63	1064	0.7947525073479976	0.056607310215557635	Grant	0.20300664911624666	0.04929855778662395
Grays Harbor	860	841	1006	933	886	757	6	4	30	48	64	69	0.0069767441860465115	0.0047562425683709865	0.02982107355864811	0.05144694533762058	0.07223476297968397	0.09114927344782034	56	0.07397622192866579	0.9701789264413518	0.9202661842450122	0.8537909745478555	0.775968547541512	0.712808316927668	632	886.6338747617783	53	685	0.7725849637586275	0.05890563930764936	Grays Harbor	0.224031452458488	0.06316023061384402
Island	599	701	701	674	695	668	1	4	8	7	16	42	0.001669449081803005	0.005706134094151213	0.011412268188302425	0.010385756676557863	0.02302158273381295	0.06287425149700598	52	0.07784431137724551	0.9885877318116976	0.9783205001756711	0.9557980138406916	0.8957029291381332	0.8212994909349655	574	698.8924336803858	35	609	0.8713787281870975	0.026661796932067203	Island	0.10429707086186679	0.07440343820316775
Jefferson	219	234	219	263	269	279	1	0	4	5	6	20	0.0045662100456621	0.0	0.0182648401826484	0.019011406844106463	0.022304832713754646	0.07168458781362007	21	0.07526881720430108	0.9817351598173516	0.9630709932809	0.9415898558843	0.874092375175748	0.8032200204317685	238	296.3073553272039	15	253	0.8538431309631825	0.03398058252427184	Jefferson	0.125907624824252	0.07087235474397946
King	19055	20035	22404	20291	19763	16686	151	152	847	696	733	779	0.007924429283652584	0.007586723234339905	0.037805748973397606	0.03430092159085309	0.03708951070181653	0.04668584442047225	888	0.05321826681049982	0.9621942510266024	0.9291901014669693	0.8947268952545882	0.8529558146239202	0.8053399999897315	15019	18649.266148696825	1111	16130	0.8649133896953438	0.03860052562417871	King	0.14704418537607977	0.047615814634188736
Kitsap	2912	3034	3113	3251	3337	3025	17	14	34	97	125	148	0.005837912087912088	0.004614370468029005	0.01092194025056216	0.029836973239003382	0.03745879532514235	0.04892561983471074	358	0.11834710743801653	0.9890780597494379	0.9595669641494086	0.9236227416385676	0.8784339265104658	0.7691258466735709	2519	3275.146727800845	224	2743	0.8375197290296169	0.031746031746031744	Kitsap	0.12156607348953419	0.10930807983689494
