All Students	78671	79547	89040	84634	80716	69566	849	3836	3304	3693	4993	6263	0.010791778418985395	0.04822306309477416	0.03710691823899371	0.04363494576647683	0.06185886317458744	0.09002961216686313	5298	0.07615789322370123	0.9628930817610063	0.920877294359449	0.8639128718070835	0.7861351310123309	0.720341346766666	58005	80524.32400328266	4037	62042	0.7704752665476682	All Students	0.2138648689876691	0.06579378424566495	0.056344071417106026
Amer.Indian	2138	2060	2564	2400	2131	1719	37	112	211	220	253	333	0.017305893358278764	0.05436893203883495	0.08229329173166927	0.09166666666666666	0.11872360394181136	0.193717277486911	264	0.15357766143106458	0.9177067082683308	0.8335835933437338	0.7346175449552004	0.5923094341523605	0.47948858955191087	1122	2339.9931186027293	157	1279	0.546582803954451	Amer.Indian	0.4076905658476395	0.11282084460044961	0.11538461538461539
Asian/Pac Islander	6655	6733	7618	7006	6841	5806	77	781	296	212	253	329	0.011570247933884297	0.11599584137828606	0.03885534260960882	0.03025977733371396	0.036982897237246015	0.05666551842921116	345	0.059421288322425075	0.9611446573903912	0.9320606340722691	0.8975903314234921	0.8467279099563324	0.793391936077396	5132	6468.429746555137	385	5517	0.8529117909857743	Asian/Pac Islander	0.1532720900436676	0.053335973878936405	0.039969198049209786
Asian 	6214	6307	7121	6609	6490	5556	71	773	267	187	223	306	0.011425812681042806	0.12256223244014587	0.03749473388569021	0.02829474958390074	0.03436055469953775	0.0550755939524838	300	0.05399568034557235	0.9625052661143098	0.9352714206364195	0.9031349758287274	0.8533942806156981	0.8046288931519439	4950	6151.9043650167005	367	5317	0.8642852171492699	Asian 	0.1466057193843019	0.04876538746375425	0.03813625077591558
Pac Islander	441	426	497	397	351	250	6	8	29	25	30	23	0.013605442176870748	0.018779342723004695	0.05835010060362173	0.06297229219143577	0.08547008547008547	0.092	45	0.18	0.9416498993963782	0.8823520467895534	0.8069373419357454	0.7326991064776568	0.5874503849292226	182	309.81339815093963	18	200	0.6455498735485963	Pac Islander	0.2673008935223432	0.14524872154843416	0.07157190635451505
Black	4433	4646	5603	4673	4081	3085	119	758	444	346	397	380	0.026844123618317166	0.1631510977184675	0.07924326253792612	0.07404237106783651	0.09728007841215389	0.12317666126418152	305	0.09886547811993517	0.9207567374620739	0.8525817254436965	0.7696425083397642	0.6748405137954822	0.5987494392270452	2400	4008.354484804657	332	2732	0.6815764449867864	Black	0.32515948620451784	0.076091074568437	0.08984061460841647
Hispanic	11514	11613	12624	10568	8964	6543	176	544	781	746	782	756	0.015285739100225812	0.046844054077327134	0.06186628643852978	0.07059046177138531	0.08723784024988844	0.1155433287482806	818	0.1250191043863671	0.9381337135614702	0.8719104215178616	0.7958468394532735	0.7038920464490439	0.6043959873518747	4969	8221.431154385024	742	5711	0.6946479138189892	Hispanic	0.2961079535509561	0.09949605909716919	0.07920101294607096
White	52144	52896	58965	58531	57543	51592	412	1616	1482	2075	3190	4341	0.00790119668610003	0.03055051421657592	0.025133553803103535	0.03545129931147597	0.055436803781519904	0.08414095208559466	3451	0.0668902155372926	0.9748664461968964	0.9403061640240554	0.8881785957145002	0.8134464030490357	0.7540359453460829	43800	58087.41648237597	2370	46170	0.7948365204709736	White	0.1865535969509643	0.059410457702952835	0.04892534560585268
Other	1787	1599	1666	1456	1156	821	28	25	90	94	118	124	0.01566871852266368	0.015634771732332707	0.05402160864345738	0.06456043956043957	0.10207612456747404	0.1510353227771011	115	0.14007308160779536	0.9459783913565426	0.8849056105958867	0.7945778752582443	0.6745685493970722	0.5632695778322755	582	1033.2530335471124	51	633	0.6126282521784028	Other	0.3254314506029278	0.11129897156479673	0.08354579329280251
Limited English Proficient	4082	4180	4859	3927	3113	1681	82	307	416	368	330	270	0.020088192062714356	0.07344497607655502	0.08561432393496604	0.09371021135727019	0.10600706713780919	0.16061867935752527	354	0.21058893515764426	0.914385676065034	0.8286984010989192	0.740850514056631	0.6218560828875113	0.465841162021332	1057	2269.013745830381	417	1474	0.6496214501603059	Limited English Proficient	0.37814391711248874	0.15601492086617919	0.10191458026509573
