All Students	78353	78379	86726	82011	81372	70684	533	827	2948	2922	3772	5139	0.006802547445534951	0.010551295627655367	0.03399211309180638	0.03562936679225957	0.04635501155188517	0.07270386508969498	4710	0.06663459906060777	0.9660078869081936	0.931589637581326	0.8884057891696271	0.8238152545289346	0.7646166909644935	60835	79562.7413302504	4898	65733	0.826178169592653	All Students	0.17618474547106544	0.05919856356444109	0.04607644181762071
American Indian	2043	2045	2213	2044	2019	1655	24	31	139	153	211	248	0.011747430249632892	0.015158924205378973	0.06281066425666516	0.074853228962818	0.10450718177315503	0.14984894259818732	170	0.1027190332326284	0.9371893357433349	0.8670376878134277	0.7764260225689338	0.6600794040812628	0.5803256736663269	1237	2131.561735301142	184	1421	0.666647358350728	Amer.Indian	0.33992059591873725	0.07975373041493583	0.09469171605093935
Asian/Pacific Islander	7022	6878	7339	7365	7053	6133	34	66	217	181	196	280	0.00484192537738536	0.00959581273626054	0.02956806104373893	0.02457569585879158	0.027789593080958457	0.04565465514430132	346	0.056416109571172345	0.9704319389562611	0.9465828987728147	0.9202777451985241	0.8782627821045103	0.8263442919954789	5507	6664.292418238341	381	5888	0.8835146524912619	Asian/Pac Islander	0.12173721789548975	0.05191849010903138	0.03133739691645751
Asian 	6399	6262	6693	6717	6494	5723	32	49	169	141	150	217	0.005000781372089389	0.007824976045991696	0.025250261467204542	0.020991514068780706	0.02309824453341546	0.037917176306133143	292	0.05102219115848331	0.9747497385327955	0.954288265682844	0.9322458819667327	0.8968977504995336	0.8493325229031181	5214	6138.938353823938	347	5561	0.9058569543276256	Asian 	0.10310224950046643	0.04756522759641546	0.026417450345338902
Pacific Islander	623	616	646	648	559	410	2	17	48	40	46	63	0.0032102728731942215	0.027597402597402596	0.07430340557275542	0.06172839506172839	0.08228980322003578	0.15365853658536585	54	0.13170731707317074	0.9256965944272446	0.8685548293391431	0.7970816233470133	0.6746032275644234	0.5696217454650607	293	514.3764302059496	34	327	0.6357211971572521	Pac Islander	0.32539677243557663	0.10498148209936264	0.08705258506407423
Black	4429	4416	5300	4736	4255	3366	58	109	306	250	295	348	0.013095506886430346	0.024682971014492752	0.057735849056603776	0.052787162162162164	0.06933019976498238	0.10338680926916222	315	0.09358288770053476	0.9422641509433962	0.8925247004079551	0.8306457846334905	0.7447679673273542	0.6670337361450757	2703	4052.268803705776	413	3116	0.7689519503618408	Black	0.2552320326726458	0.07773423118227851	0.06790508013818881
Hispanic	12449	11933	13389	11524	10429	7651	114	223	710	596	671	738	0.009157362037111415	0.018687672840023463	0.053028605571738	0.05171815341895175	0.06433982165116502	0.09645797934910469	825	0.10782904195529996	0.9469713944282621	0.8979957825678626	0.840218894073948	0.7591730773406355	0.6685730789599	6088	9105.960427648552	854	6942	0.7623578045564432	Hispanic	0.24082692265936445	0.09059999838073551	0.06314981508617681
White	50209	50936	54757	54095	55564	48982	278	379	1414	1624	2291	3262	0.005536855942161764	0.007440709910475891	0.025823182424164946	0.03002125889638599	0.04123173277661795	0.0665958923686252	2795	0.057061777795925035	0.9741768175758351	0.9449308031245336	0.9059696687577078	0.8456358102078805	0.7939395702793803	42925	54065.82768622437	2972	45897	0.8489095971371629	White	0.15436418979211952	0.05169623992850014	0.04025810926063037
MultiRacial or Not Provided	2201	2171	3728	2247	2052	2897	25	19	162	118	108	263	0.011358473421172195	0.008751727314601566	0.04345493562231759	0.052514463729417	0.05263157894736842	0.0907835692095271	259	0.08940283051432517	0.9565450643776824	0.9063126132888677	0.8586119494315589	0.780664092096212	0.7039017535036081	2375	3374.050409987828	94	2469	0.7317614439580667	Other	0.21933590790378799	0.07676233859260395	0.05959355547418528
Limited English Proficient	4591	3759	4363	3630	2936	1631	34	83	262	220	212	245	0.007405793944674363	0.022080340516094706	0.06005042402016961	0.06060606060606061	0.07220708446866485	0.15021459227467812	342	0.20968730839975475	0.9399495759798304	0.8829829350113559	0.8192253116386014	0.6961657154697127	0.5243845648992641	1044	1990.9052818908879	301	1345	0.6755720687638986	Limited Engl Proficient	0.30383428453028727	0.17178115057044863	0.07476114649681528
